Day,TempMax
2003-05-02,30.35125122
2003-05-03,29.51503906
2003-05-04,30.26067505
2003-05-05,36.0793396
2003-05-06,30.94631348
2003-05-07,29.70482788
2003-05-08,29.97860107
2003-05-09,29.87145386
2003-05-10,28.80388794
2003-05-11,30.3555542
2003-05-12,31.40407715
2003-05-13,32.57320557
2003-05-14,33.47893677
2003-05-15,34.70092163
2003-05-16,35.93102417
2003-05-17,39.03603516
2003-05-18,39.81975708
2003-05-19,32.64077148
2003-05-20,28.35531006
2003-05-21,25.11379395
2003-05-22,26.80373535
2003-05-23,30.85564575
2003-05-24,32.07817993
2003-05-25,29.93810425
2003-05-26,27.81279907
2003-05-27,30.95818481
2003-05-28,33.96917114
2003-05-29,32.02434692
2003-05-30,32.01220093
2003-05-31,32.76830444
2003-06-01,32.53746948
2003-06-02,32.71636353
2003-06-03,31.89162598
2003-06-04,33.10927734
2003-06-05,34.24804077
2003-06-06,35.39266357
2003-06-07,36.82583008
2003-06-08,39.56322632
2003-06-09,41.17479858
2003-06-10,40.33748779
2003-06-11,41.53780518
2003-06-12,42.20906982
2003-06-13,43.66710815
2003-06-14,40.82106934
2003-06-15,36.69210205
2003-06-16,39.37166748
2003-06-17,40.4024292
2003-06-18,37.74181519
2003-06-19,40.72094116
2003-06-20,40.44796143
2003-06-21,38.06887207
2003-06-22,37.93688354
2003-06-23,43.77752075
2003-06-24,36.47408447
2003-06-25,38.35738525
2003-06-26,43.81429443
2003-06-27,46.60820923
2003-06-28,37.38872681
2003-06-29,34.29088745
2003-06-30,33.62630615
2003-07-01,33.31185303
2003-07-02,34.74471436
2003-07-03,35.45073853
2003-07-04,36.92348633
2003-07-05,39.28600464
2003-07-06,42.57131348
2003-07-07,38.36699829
2003-07-08,37.0357605
2003-07-09,37.9079834
2003-07-10,36.84627686
2003-07-11,35.88463745
2003-07-12,34.88662109
2003-07-13,36.54381714
2003-07-14,37.90090332
2003-07-15,38.45211182
2003-07-16,38.01653442
2003-07-17,37.23635254
2003-07-18,36.00142822
2003-07-19,36.8081604
2003-07-20,37.50643311
2003-07-21,37.73397217
2003-07-22,38.24428711
2003-07-23,38.01882324
2003-07-24,36.27889404
2003-07-25,34.37557373
2003-07-26,34.65712891
2003-07-27,35.67830811
2003-07-28,36.47872314
2003-07-29,36.39269409
2003-07-30,36.57775269
2003-07-31,37.43087158
2003-08-01,36.40587769
2003-08-02,36.60610352
2003-08-03,36.32137451
2003-08-04,36.1168457
2003-08-05,36.17034302
2003-08-06,35.29622803
2003-08-07,35.22417603
2003-08-08,35.60799561
2003-08-09,35.93120728
2003-08-10,35.74648438
2003-08-11,34.91713867
2003-08-12,33.58065186
2003-08-13,35.04116211
2003-08-14,38.46218262
2003-08-15,38.88240967
2003-08-16,36.94353638
2003-08-17,41.51571045
2003-08-18,42.36327515
2003-08-19,42.73827515
2003-08-20,44.50725708
2003-08-21,37.77355347
2003-08-22,35.54671631
2003-08-23,35.8281189
2003-08-24,35.10854492
2003-08-25,34.36760864
2003-08-26,34.05150757
2003-08-27,36.16515503
2003-08-28,36.4581543
2003-08-29,34.6741272
2003-08-30,34.68807373
2003-08-31,35.5541626
2003-09-01,35.41610107
2003-09-02,36.32784424
2003-09-03,35.6140686
2003-09-04,35.63955078
2003-09-05,35.32564697
2003-09-06,34.50353394
2003-09-07,35.24694214
2003-09-08,39.62810669
2003-09-09,44.1975647
2003-09-10,38.69573364
2003-09-11,34.91506348
2003-09-12,32.91347656
2003-09-13,36.41350708
2003-09-14,37.93242798
2003-09-15,41.73421631
2003-09-16,44.05223999
2003-09-17,43.8661438
2003-09-18,41.9510437
2003-09-19,43.09447632
2003-09-20,38.68602905
2003-09-21,38.18374023
2003-09-22,44.24376831
2003-09-23,35.74416504
2003-09-24,32.22414551
2003-09-25,32.76192627
2003-09-26,39.18023071
2003-09-27,31.85259399
2003-09-28,33.40908203
2003-09-29,36.21373901
2003-09-30,37.14299927
2003-10-01,36.61068115
2003-10-02,42.1116272
2003-10-03,39.90862427
2003-10-04,37.25393066
2003-10-05,35.20675049
2003-10-06,33.01152954
2003-10-07,33.0887085
2003-10-08,35.5887085
2003-10-09,30.52904663
2003-10-10,30.31224976
2003-10-11,33.95443115
2003-10-12,37.89501343
2003-10-13,40.09282837
2003-10-14,38.86065063
2003-10-15,38.17489014
2003-10-16,35.61119995
2003-10-17,33.5654541
2003-10-18,32.93798218
2003-10-19,30.35485229
2003-10-20,27.45296631
2003-10-21,26.4949585
2003-10-22,25.33434448
2003-10-23,26.83980713
2003-10-24,24.07982788
2003-10-25,25.03768311
2003-10-26,26.6166626
2003-10-27,28.61745605
2003-10-28,27.95064697
2003-10-29,23.4772583
2003-10-30,24.56221924
2003-10-31,24.06148682
2003-11-01,26.86470947
2003-11-02,29.26345215
2003-11-03,28.37462769
2003-11-04,25.68682251
2003-11-05,23.29528198
2003-11-06,25.48745117
2003-11-07,29.26769409
2003-11-08,28.96737061
2003-11-09,26.340448
2003-11-10,24.39376221
2003-11-11,26.56658325
2003-11-12,28.00316772
2003-11-13,28.40908203
2003-11-14,28.51442871
2003-11-15,28.88833008
2003-11-16,25.94399414
2003-11-17,20.50795898
2003-11-18,22.15426025
2003-11-19,21.72194824
2003-11-20,24.73760376
2003-11-21,24.7038208
2003-11-22,23.16585693
2003-11-23,20.69494019
2003-11-24,19.24456177
2003-11-25,18.78228149
2003-11-26,20.32161865
2003-11-27,23.12508545
2003-11-28,25.39962158
2003-11-29,26.3883606
2003-11-30,25.48739014
2003-12-01,21.1406189
2003-12-02,18.81511841
2003-12-03,18.88222656
2003-12-04,18.71993408
2003-12-05,20.33117065
2003-12-06,18.95354614
2003-12-07,18.14821777
2003-12-08,18.01015625
2003-12-09,16.68300781
2003-12-10,19.81887207
